KD,Kill,Death,Assistant,WinRate,PickRate,AvgScore,FirstBloodRate
0.93,14.2,15.4,7.3,48.2,2.4,198.0,0.1
1.07,16.0,15.0,2.9,47.7,3.3,216.0,0.1
0.93,14.3,15.4,6.2,47.2,0.8,203.0,0.1
1.05,15.6,14.8,5.2,47.0,0.5,213.0,0.1
0.93,14.5,15.7,9.0,46.8,3.9,206.0,0.1
0.97,14.4,14.8,4.3,46.7,2.1,197.0,0.1
1.0,16.5,16.6,4.2,46.2,1.3,231.0,0.1
0.93,14.2,15.3,5.8,44.6,0.7,197.0,0.1
0.96,15.3,15.9,4.0,43.9,1.2,212.0,0.1
0.92,13.5,14.7,6.9,51.7,7.8,189.0,0.1
1.01,14.4,14.2,4.1,51.1,6.2,202.0,0.2
0.99,14.6,14.8,8.6,51.0,9.5,206.0,0.1
0.95,14.4,15.2,7.1,51.0,2.8,199.0,0.1
1.05,16.5,15.7,4.8,50.8,7.1,237.0,0.1
0.95,14.3,15.0,6.4,50.4,5.1,198.0,0.1
1.04,15.1,14.6,6.6,50.4,1.3,206.0,0.2
1.11,17.0,15.2,4.6,50.2,2.9,239.0,0.1
1.15,17.8,15.5,4.5,49.8,12.3,246.0,0.1
1.03,16.8,16.3,4.4,49.6,3.0,235.0,0.1
0.98,14.4,14.7,5.7,49.1,4.7,201.0,0.2
1.08,17.1,15.9,3.8,49.1,10.3,238.0,0.1
0.99,14.5,14.6,4.9,49.0,5.0,199.0,0.1
0.94,14.3,15.3,6.7,48.8,9.2,200.0,0.1
1.07,16.1,15.0,3.1,48.1,3.2,218.0,0.1
0.96,14.2,14.9,5.4,47.8,1.6,201.0,0.1
0.92,14.1,15.4,8.9,46.9,3.0,203.0,0.1
0.96,14.6,15.2,6.7,44.9,2.9,204.0,0.1
0.98,15.5,15.8,4.4,44.8,1.2,215.0,0.1
0.92,14.2,15.4,5.9,43.8,0.8,196.0,0.1
1.14,17.6,15.5,5.0,52.8,4.6,248.0,0.1
0.92,13.7,14.9,7.2,51.3,9.2,190.0,0.1
1.14,18.0,15.7,4.6,50.3,13.0,249.0,0.1
0.95,14.3,14.9,8.4,50.2,4.1,202.0,0.1
1.03,15.0,14.5,6.5,50.0,3.6,206.0,0.2
1.04,16.5,15.9,5.0,49.8,5.9,239.0,0.1
1.07,15.9,14.8,3.0,49.7,3.6,215.0,0.1
0.98,14.5,14.7,6.1,49.6,7.3,203.0,0.2
0.98,14.5,14.8,5.7,49.6,2.6,205.0,0.1
0.96,14.5,15.1,6.5,49.6,9.4,202.0,0.1
1.07,17.1,15.9,3.9,49.5,10.5,237.0,0.1
0.94,14.3,15.2,7.6,49.5,3.3,201.0,0.1
0.99,14.5,14.7,4.9,49.3,6.0,198.0,0.1
1.0,14.2,14.3,4.1,49.0,3.7,201.0,0.2
0.99,16.2,16.4,4.3,48.7,1.9,229.0,0.1
0.92,14.4,15.6,6.6,47.9,1.5,202.0,0.1
0.95,14.7,15.4,6.7,47.4,3.0,204.0,0.1
0.91,14.2,15.6,8.8,46.4,3.7,204.0,0.1
1.0,15.7,15.8,4.5,45.6,1.5,221.0,0.1
0.89,13.6,15.3,6.0,45.3,1.7,190.0,0.1
0.98,14.6,14.9,8.9,51.7,5.4,207.0,0.1
0.94,14.0,14.9,7.2,50.9,9.3,194.0,0.1
1.11,17.4,15.6,4.8,50.8,3.5,242.0,0.1
1.05,16.8,16.0,4.9,50.3,7.3,242.0,0.1
1.01,14.5,14.4,3.9,50.1,5.8,202.0,0.2
0.96,14.5,15.1,6.5,50.0,5.4,201.0,0.1
1.14,17.9,15.7,4.5,49.9,12.3,247.0,0.1
1.04,15.2,14.7,6.8,49.9,2.1,208.0,0.2
0.99,14.7,14.8,5.8,49.5,4.9,205.0,0.2
0.99,14.7,14.8,5.7,49.5,5.3,205.0,0.1
0.95,14.5,15.3,7.5,49.4,3.2,201.0,0.1
1.08,17.3,16.1,3.8,49.2,11.5,239.0,0.1
0.94,14.5,15.4,6.8,48.9,3.0,201.0,0.1
1.0,14.7,14.7,4.8,48.6,5.1,200.0,0.1
1.08,16.2,15.1,3.0,48.4,2.9,219.0,0.1
0.98,15.0,15.3,7.4,48.0,6.4,206.0,0.1
1.0,16.4,16.4,4.2,48.0,1.5,230.0,0.1
1.01,15.9,15.7,4.4,46.4,1.1,220.0,0.1
0.92,14.4,15.6,9.0,45.7,3.4,205.0,0.1
0.9,13.8,15.4,6.1,45.6,0.7,192.0,0.1
0.97,14.7,15.2,8.9,50.8,5.2,208.0,0.1
0.95,14.3,15.0,7.5,50.7,12.2,199.0,0.1
0.95,14.6,15.4,7.7,50.6,4.2,201.0,0.1
1.1,17.2,15.6,4.7,50.4,2.7,240.0,0.1
1.05,17.0,16.1,5.0,50.3,11.3,245.0,0.1
1.01,14.7,14.5,3.9,49.8,5.8,205.0,0.2
1.13,17.8,15.8,4.5,49.8,11.2,245.0,0.1
1.04,15.4,14.8,6.7,49.7,2.7,209.0,0.1
1.01,16.6,16.5,4.3,49.6,1.1,229.0,0.1
1.06,17.2,16.2,3.8,49.0,9.6,238.0,0.1
0.99,15.2,15.3,7.2,48.3,8.6,208.0,0.1
0.96,14.5,15.2,6.1,48.3,4.6,200.0,0.1
0.95,14.6,15.4,6.8,48.1,2.7,203.0,0.1
0.99,14.8,15.1,5.3,47.8,2.5,207.0,0.1
1.02,16.2,15.9,4.4,47.7,1.1,221.0,0.1
1.0,14.8,14.8,4.8,47.4,6.4,200.0,0.1
1.0,14.9,15.0,5.6,47.0,2.5,206.0,0.1
1.06,16.3,15.3,2.9,46.7,2.0,220.0,0.1
0.91,14.4,15.8,8.9,44.6,3.4,204.0,0.1
0.9,14.0,15.6,6.2,44.6,0.5,193.0,0.1
1.13,17.6,15.6,4.9,51.9,3.8,245.0,0.1
0.98,14.6,15.0,9.7,51.1,5.9,208.0,0.1
0.94,14.0,14.8,7.2,50.4,6.9,194.0,0.1
1.02,14.8,14.6,6.1,50.3,8.8,208.0,0.2
1.04,16.6,16.0,5.2,50.3,6.4,240.0,0.1
1.01,14.7,14.6,5.7,50.2,1.0,206.0,0.1
1.12,17.7,15.8,4.6,49.7,12.4,244.0,0.1
1.08,16.4,15.2,3.0,49.6,2.4,219.0,0.1
1.01,14.4,14.3,3.9,49.3,9.5,200.0,0.2
1.07,17.2,16.1,3.7,48.9,12.7,237.0,0.1
0.98,14.9,15.2,8.3,48.7,9.5,205.0,0.1
1.04,15.3,14.8,7.7,48.7,2.3,209.0,0.2
0.94,14.3,15.2,7.6,48.2,2.7,201.0,0.1
1.0,14.6,14.6,5.0,48.2,4.1,198.0,0.2
0.95,14.4,15.2,6.7,48.0,4.3,198.0,0.1
0.92,14.5,15.7,6.9,47.8,1.2,200.0,0.1
0.98,16.2,16.5,4.2,46.3,0.9,225.0,0.1
0.92,14.3,15.6,9.0,46.3,3.8,203.0,0.1
1.01,15.8,15.6,4.4,45.8,0.9,220.0,0.1
0.91,14.0,15.3,6.0,43.2,0.4,195.0,0.1
0.98,14.5,14.9,9.0,52.1,5.8,207.0,0.1
1.06,16.8,15.8,4.8,50.8,6.2,241.0,0.1
0.96,14.4,15.1,6.7,50.7,5.1,200.0,0.1
0.93,14.0,15.0,7.1,50.6,8.8,194.0,0.1
1.1,17.5,15.8,4.7,49.8,4.5,243.0,0.1
1.13,17.7,15.7,4.5,49.7,12.4,246.0,0.1
0.95,14.6,15.4,7.6,49.7,4.0,202.0,0.1
1.02,15.1,14.8,6.8,49.6,1.9,207.0,0.1
0.99,14.4,14.5,3.8,49.5,5.0,200.0,0.2
1.08,17.3,16.0,3.7,49.3,12.1,238.0,0.1
1.0,14.7,14.8,5.7,49.2,6.5,206.0,0.1
1.0,14.7,14.7,4.7,48.9,5.7,200.0,0.2
0.94,14.6,15.6,6.9,48.6,2.5,202.0,0.1
0.91,14.5,15.9,6.6,48.6,0.4,197.0,0.1
1.01,15.7,15.6,4.5,47.9,1.1,220.0,0.1
0.97,14.8,15.2,7.6,47.9,10.6,204.0,0.1
0.98,15.9,16.3,4.1,47.9,1.2,224.0,0.1
1.06,16.0,15.2,3.0,47.3,2.9,217.0,0.1
0.97,14.4,14.9,5.8,46.8,0.8,203.0,0.2
0.93,14.6,15.6,9.3,45.3,2.8,209.0,0.1
1.03,15.5,15.1,5.5,52.7,0.4,210.0,0.1
1.02,14.7,14.4,3.7,50.9,4.6,203.0,0.2
0.96,14.6,15.2,6.3,50.7,3.4,202.0,0.1
1.1,17.3,15.6,4.2,50.5,2.1,239.0,0.1
0.93,13.9,14.9,7.0,50.4,12.0,191.0,0.1
0.96,14.6,15.1,7.3,50.2,1.9,204.0,0.1
1.14,18.0,15.8,4.3,50.2,13.4,249.0,0.1
1.09,17.6,16.2,3.8,49.8,13.2,244.0,0.1
0.98,14.6,14.9,5.4,49.7,10.0,202.0,0.1
1.0,14.9,14.9,5.6,49.7,12.8,205.0,0.2
1.03,16.7,16.2,4.7,49.6,6.8,239.0,0.1
0.94,14.5,15.5,7.4,48.9,2.2,200.0,0.1
1.09,16.3,15.0,3.0,48.6,3.3,220.0,0.1
0.97,15.3,15.7,6.0,47.9,3.9,210.0,0.1
1.0,16.8,16.8,4.1,46.7,1.2,233.0,0.1
0.97,14.6,15.1,4.4,46.6,2.1,197.0,0.1
0.92,14.3,15.5,6.3,46.6,0.8,200.0,0.1
0.92,14.4,15.6,9.0,45.9,4.0,206.0,0.1
1.0,15.9,15.9,4.2,45.0,1.1,220.0,0.1
0.9,13.9,15.5,5.8,44.4,0.7,193.0,0.1
1.0,14.7,14.7,8.7,52.5,9.9,208.0,0.1
0.93,13.8,14.8,7.0,51.6,7.3,191.0,0.1
1.01,14.4,14.3,4.1,51.0,6.0,202.0,0.2
0.96,14.3,14.9,6.3,50.5,5.2,199.0,0.1
1.07,16.8,15.7,4.8,50.3,7.2,241.0,0.1
0.98,14.4,14.7,5.8,50.0,4.9,202.0,0.2
1.08,16.3,15.0,3.0,49.9,3.1,219.0,0.1
0.94,14.4,15.3,6.9,49.8,9.6,201.0,0.1
1.01,14.7,14.6,4.9,49.7,5.5,201.0,0.1
1.15,17.9,15.5,4.5,49.7,12.1,247.0,0.1
1.09,17.3,15.9,3.8,49.5,10.6,239.0,0.1
1.11,17.0,15.4,4.6,49.3,2.8,237.0,0.1
0.95,14.5,15.2,7.0,49.0,2.6,201.0,0.1
1.01,16.5,16.3,4.3,48.9,3.0,231.0,0.1
0.97,14.6,15.0,5.4,48.4,1.5,204.0,0.1
1.03,15.1,14.6,6.5,47.4,1.1,207.0,0.1
0.93,14.4,15.4,8.9,45.7,2.8,206.0,0.1
1.0,15.7,15.7,4.4,45.3,1.1,216.0,0.1
0.95,14.6,15.4,6.8,45.2,2.7,202.0,0.1
0.88,13.5,15.3,5.9,45.1,0.8,190.0,0.1
1.12,17.5,15.6,5.0,52.1,4.9,244.0,0.1
0.98,14.5,14.8,8.5,52.1,4.0,205.0,0.1
0.93,13.8,14.9,7.2,51.8,8.7,191.0,0.1
1.01,14.4,14.3,4.0,51.4,3.5,201.0,0.2
1.04,15.1,14.5,6.5,51.2,3.8,207.0,0.2
0.96,14.6,15.2,6.6,50.8,9.8,202.0,0.1
1.15,18.0,15.7,4.6,50.6,12.6,249.0,0.1
1.06,16.9,15.9,5.0,50.2,5.7,243.0,0.1
1.0,14.7,14.7,6.1,50.1,7.7,205.0,0.2
0.99,14.6,14.7,4.8,49.8,6.5,198.0,0.2
0.95,14.5,15.3,7.7,48.9,3.2,203.0,0.1
1.07,17.2,16.0,3.8,48.8,11.0,238.0,0.1
0.98,14.7,15.0,5.6,48.5,2.5,205.0,0.1
1.08,16.1,14.9,3.0,48.2,3.6,218.0,0.1
0.93,14.3,15.4,6.6,47.2,1.4,201.0,0.1
1.0,16.4,16.5,4.3,47.2,1.7,230.0,0.1
0.98,14.9,15.3,6.5,47.2,2.7,206.0,0.1
1.02,16.1,15.8,4.5,46.8,1.4,222.0,0.1
0.9,13.8,15.4,6.3,46.7,1.6,190.0,0.1
0.92,14.3,15.7,8.8,46.5,3.6,204.0,0.1
0.99,14.7,14.9,9.0,51.2,5.4,208.0,0.1
1.12,17.4,15.6,4.8,50.9,3.4,243.0,0.1
0.95,14.2,14.9,7.2,50.9,8.8,196.0,0.1
1.02,14.7,14.3,3.9,50.7,5.7,204.0,0.2
1.06,16.9,16.0,4.9,50.6,7.4,243.0,0.1
1.01,14.9,14.8,5.8,50.0,4.8,206.0,0.2
0.97,14.7,15.1,6.5,50.0,5.4,203.0,0.1
1.14,18.0,15.7,4.5,50.0,12.4,247.0,0.1
1.04,15.3,14.7,6.9,49.4,2.1,208.0,0.2
1.0,14.8,14.8,5.7,49.4,5.4,206.0,0.2
0.95,14.6,15.4,7.0,49.2,3.0,202.0,0.1
1.08,17.3,16.1,3.7,49.0,12.3,240.0,0.1
1.01,14.9,14.7,4.8,48.9,5.2,202.0,0.2
0.96,14.6,15.3,7.4,48.6,3.2,203.0,0.1
0.98,15.0,15.2,7.6,48.4,6.2,207.0,0.1
1.08,16.4,15.1,2.9,48.0,2.7,221.0,0.1
1.02,16.2,15.8,4.4,47.0,1.1,222.0,0.1
0.99,16.3,16.4,4.3,46.9,1.4,229.0,0.1
0.93,14.5,15.6,9.0,46.0,3.4,207.0,0.1
0.91,14.2,15.6,6.2,44.5,0.6,195.0,0.1
0.99,15.0,15.2,9.1,51.1,5.1,211.0,0.1
0.97,14.5,15.1,7.6,50.9,12.0,201.0,0.1
1.13,17.9,15.8,4.6,50.3,10.9,246.0,0.1
1.06,17.1,16.1,5.1,50.2,12.0,247.0,0.1
0.99,15.0,15.1,6.3,50.2,4.6,206.0,0.1
1.02,15.1,14.8,5.6,50.2,2.1,209.0,0.2
1.1,16.9,15.4,3.0,50.0,2.0,225.0,0.1
0.95,14.7,15.4,7.1,49.8,2.7,203.0,0.1
1.03,14.9,14.5,3.9,49.7,5.6,206.0,0.2
1.0,14.8,14.9,5.3,49.7,2.3,208.0,0.1
1.1,17.4,15.8,4.8,49.5,2.6,241.0,0.1
0.97,14.9,15.3,7.6,48.6,4.5,204.0,0.1
1.07,17.4,16.3,3.8,48.6,10.0,240.0,0.1
0.99,15.2,15.3,7.4,48.3,8.6,208.0,0.1
1.04,15.5,14.9,6.8,48.0,2.7,211.0,0.2
1.01,15.0,14.8,4.8,47.6,6.6,202.0,0.2
0.92,14.4,15.7,8.9,46.7,3.4,204.0,0.1
1.04,16.3,15.7,4.4,46.6,1.0,223.0,0.1
0.97,16.1,16.7,4.3,44.6,0.9,225.0,0.1
0.91,14.5,16.0,6.1,43.2,0.4,195.0,0.1
0.97,14.5,15.0,9.9,52.0,6.0,207.0,0.1
1.06,16.9,16.0,5.1,51.5,6.2,243.0,0.1
1.11,17.5,15.7,5.0,50.7,3.8,243.0,0.1
0.96,14.2,14.8,7.1,50.6,6.3,196.0,0.1
1.04,15.4,14.8,7.8,50.5,2.4,209.0,0.1
0.97,14.7,15.1,6.7,50.4,4.4,201.0,0.1
1.02,14.6,14.3,3.9,50.3,9.1,202.0,0.2
0.98,14.9,15.2,8.5,49.5,9.6,205.0,0.1
1.01,14.8,14.6,4.9,49.4,4.3,200.0,0.2
1.12,17.7,15.8,4.5,49.4,12.4,243.0,0.1
1.01,14.8,14.6,6.2,49.3,9.2,208.0,0.2
0.99,14.7,14.8,5.8,48.6,0.7,204.0,0.2
1.07,17.2,16.1,3.7,47.6,13.7,237.0,0.1
1.07,16.2,15.1,2.8,47.5,2.2,219.0,0.1
0.99,15.9,16.1,4.3,47.4,0.8,224.0,0.1
0.93,14.4,15.5,7.0,47.2,1.1,201.0,0.1
0.94,14.5,15.4,7.6,46.7,2.6,201.0,0.1
1.03,16.2,15.8,4.6,46.5,0.9,222.0,0.1
0.93,14.5,15.6,9.0,45.3,4.0,205.0,0.1
0.9,14.2,15.8,6.3,42.3,0.3,195.0,0.1
1.02,14.7,14.4,3.8,51.1,5.0,203.0,0.2
1.07,16.9,15.8,4.8,50.9,6.1,242.0,0.1
1.11,17.5,15.8,4.7,50.6,4.6,244.0,0.1
0.98,14.7,15.1,9.1,50.3,5.6,207.0,0.1
1.01,14.8,14.7,5.8,50.2,6.8,207.0,0.1
0.95,14.2,14.9,7.1,50.1,8.1,197.0,0.1
1.08,17.3,16.0,3.7,49.9,13.0,238.0,0.1
1.04,15.2,14.6,6.9,49.9,1.9,207.0,0.2
1.02,14.9,14.7,4.7,49.8,5.9,202.0,0.2
0.97,14.6,15.1,6.8,49.6,5.0,202.0,0.1
0.95,14.6,15.3,7.4,49.2,4.1,203.0,0.1
1.13,17.8,15.8,4.5,49.0,12.6,246.0,0.1
1.03,16.3,15.8,4.4,48.6,1.0,224.0,0.1
1.08,16.3,15.1,3.0,48.4,2.8,219.0,0.1
0.99,15.0,15.2,7.8,48.3,10.7,207.0,0.1
0.98,16.2,16.5,4.2,48.2,1.1,226.0,0.1
0.94,14.7,15.6,7.2,47.4,2.2,202.0,0.1
0.9,14.7,16.2,6.4,45.9,0.3,196.0,0.1
0.97,14.6,15.2,6.0,45.1,0.6,201.0,0.2
0.91,14.3,15.7,9.3,45.0,2.7,205.0,0.1
0.94,14.1,14.9,7.1,51.4,11.7,193.0,0.1
1.03,14.8,14.3,3.6,51.0,4.6,205.0,0.2
1.09,17.7,16.2,3.8,50.6,14.0,246.0,0.1
1.01,15.1,14.9,5.7,50.6,12.9,207.0,0.2
0.96,14.7,15.4,6.5,50.0,3.4,202.0,0.1
0.95,14.6,15.3,7.1,49.8,2.1,203.0,0.1
1.1,17.2,15.6,4.3,49.8,1.9,238.0,0.1
1.14,18.1,15.9,4.3,49.6,13.5,250.0,0.1
1.04,16.9,16.2,4.7,49.6,7.0,240.0,0.1
0.99,14.8,14.9,5.4,49.3,10.6,204.0,0.2
0.95,14.4,15.1,7.4,48.8,1.6,204.0,0.1
0.98,15.3,15.6,6.1,48.5,3.6,211.0,0.1
0.95,14.7,15.5,6.6,48.1,0.6,204.0,0.1
1.08,16.4,15.2,2.9,47.7,3.2,220.0,0.1
1.0,16.1,16.1,4.2,46.7,1.1,220.0,0.1
0.97,14.7,15.1,4.2,45.9,2.1,198.0,0.1
0.94,14.4,15.4,6.0,45.4,0.6,198.0,0.1
0.94,14.8,15.7,9.1,45.1,3.8,210.0,0.1
0.98,16.2,16.5,4.0,45.0,1.1,230.0,0.1
1.0,15.1,15.0,5.4,43.0,0.4,206.0,0.2
1.03,14.6,14.2,4.0,52.3,6.1,204.0,0.2
0.96,14.1,14.7,6.9,51.3,6.5,196.0,0.1
1.01,14.9,14.7,8.9,51.3,10.5,209.0,0.2
1.13,17.3,15.3,4.6,51.1,2.7,241.0,0.1
1.16,18.1,15.5,4.5,51.1,12.1,249.0,0.1
0.97,14.4,14.8,6.3,50.4,5.1,200.0,0.1
1.06,16.8,15.8,4.9,50.3,7.6,240.0,0.1
0.95,14.6,15.3,7.1,49.6,10.2,201.0,0.1
1.02,14.9,14.7,4.9,49.4,5.8,202.0,0.2
1.09,17.4,15.9,3.7,49.3,11.3,240.0,0.1
1.02,16.6,16.3,4.4,49.0,3.0,233.0,0.1
0.99,14.7,14.8,5.8,48.5,4.7,204.0,0.2
0.95,14.4,15.1,7.0,48.1,2.4,201.0,0.1
0.94,14.6,15.5,9.2,47.8,2.9,207.0,0.1
1.08,16.3,15.1,2.9,47.8,2.9,221.0,0.1
1.04,15.4,14.8,6.5,47.8,1.1,208.0,0.2
0.99,15.0,15.2,6.9,47.5,2.2,206.0,0.1
1.02,15.9,15.6,4.4,47.2,1.0,219.0,0.1
0.96,14.5,15.1,5.5,45.5,1.2,204.0,0.1
0.91,13.9,15.3,6.0,43.9,0.6,193.0,0.1
1.13,17.5,15.5,5.0,52.5,5.1,247.0,0.1
0.98,14.6,14.9,8.6,52.1,3.7,207.0,0.1
1.07,17.0,15.8,5.0,51.4,5.6,244.0,0.1
0.94,13.9,14.8,7.1,51.1,8.0,194.0,0.1
1.16,18.1,15.6,4.5,50.6,12.9,251.0,0.1
1.04,15.2,14.6,6.6,50.5,4.2,207.0,0.1
1.01,14.8,14.7,6.1,50.4,7.7,207.0,0.2
1.02,14.9,14.6,4.8,49.8,6.9,202.0,0.1
0.97,14.8,15.2,6.6,49.7,10.3,203.0,0.1
0.94,14.7,15.6,6.8,49.6,1.3,204.0,0.1
1.02,14.7,14.4,4.0,49.5,3.4,204.0,0.2
0.99,14.7,14.8,5.7,49.2,2.2,206.0,0.1
0.95,14.5,15.3,7.5,48.9,3.2,204.0,0.1
1.07,17.1,16.0,3.7,47.8,11.7,236.0,0.1
1.1,16.4,14.9,3.0,47.5,3.3,221.0,0.1
1.03,16.1,15.7,4.5,46.4,1.4,222.0,0.1
0.93,14.6,15.7,9.0,46.0,3.6,208.0,0.1
0.96,14.7,15.3,6.8,45.4,2.5,206.0,0.1
0.91,14.1,15.4,6.2,45.0,1.6,195.0,0.1
0.97,16.1,16.6,4.3,44.5,1.7,227.0,0.1
0.98,14.7,15.0,9.2,51.4,5.3,207.0,0.1
0.95,14.2,14.9,7.2,50.9,8.4,196.0,0.1
1.11,17.4,15.6,4.8,50.8,3.3,242.0,0.1
1.02,14.7,14.4,3.9,50.7,5.8,203.0,0.2
1.05,16.9,16.1,4.9,50.3,7.4,241.0,0.1
1.01,15.0,14.8,5.8,50.1,4.9,206.0,0.2
1.03,15.2,14.7,7.1,50.0,2.3,206.0,0.2
1.0,14.9,14.8,5.8,49.9,5.6,206.0,0.2
0.97,14.7,15.2,6.6,49.9,5.5,202.0,0.1
0.96,14.7,15.3,7.6,49.8,3.0,202.0,0.1
1.13,17.8,15.8,4.5,49.5,11.9,246.0,0.1
1.08,17.4,16.2,3.7,49.0,12.7,239.0,0.1
1.01,14.9,14.8,4.8,48.8,5.5,201.0,0.1
0.99,15.1,15.3,7.9,48.7,6.2,207.0,0.1
0.94,14.5,15.4,7.1,48.1,3.1,200.0,0.1
1.08,16.4,15.1,2.9,47.7,2.6,220.0,0.1
1.0,16.3,16.4,4.3,47.6,1.3,229.0,0.1
1.01,16.0,15.9,4.4,46.9,1.0,218.0,0.1
0.93,14.6,15.7,9.2,45.9,3.3,207.0,0.1
0.92,14.0,15.2,6.2,45.7,0.6,194.0,0.1
1.0,15.1,15.1,9.2,52.3,4.9,212.0,0.1
0.97,14.7,15.2,7.7,52.0,4.4,203.0,0.1
0.97,14.6,15.1,7.6,50.8,12.2,202.0,0.1
1.05,17.1,16.3,5.1,50.4,12.5,245.0,0.1
1.1,17.3,15.7,4.9,50.2,2.4,241.0,0.1
1.04,15.3,14.7,5.7,50.0,1.8,211.0,0.2
1.13,17.8,15.8,4.5,50.0,10.4,245.0,0.1
1.04,15.5,14.8,7.0,49.5,3.0,209.0,0.2
1.0,15.3,15.3,7.6,49.4,8.8,209.0,0.1
1.03,14.9,14.5,3.9,49.4,5.5,205.0,0.2
0.96,14.8,15.4,7.2,48.7,2.9,204.0,0.1
0.97,14.7,15.2,6.3,48.5,4.7,202.0,0.1
1.06,17.3,16.3,3.8,48.5,10.2,237.0,0.1
1.07,16.6,15.4,3.1,48.5,1.9,221.0,0.1
1.0,15.2,15.2,5.4,48.0,2.0,209.0,0.1
1.01,15.0,14.8,4.7,47.9,6.7,203.0,0.1
0.98,16.0,16.3,4.3,47.3,0.8,225.0,0.1
1.01,15.8,15.6,4.5,47.1,0.9,216.0,0.1
0.94,14.8,15.8,9.2,45.6,3.5,208.0,0.1
0.95,14.6,15.4,6.0,40.8,0.4,199.0,0.1
0.98,14.7,15.0,10.1,53.0,5.7,207.0,0.1
1.11,17.4,15.7,5.1,52.0,3.7,242.0,0.1
1.03,16.6,16.1,5.2,50.6,5.9,239.0,0.1
0.96,14.3,14.9,7.2,50.6,5.7,197.0,0.1
1.01,14.9,14.7,6.3,50.5,10.0,208.0,0.2
1.02,15.1,14.8,8.1,50.4,2.5,207.0,0.1
1.11,17.5,15.8,4.6,50.0,11.9,241.0,0.1
1.02,14.6,14.4,3.9,49.9,9.3,202.0,0.2
0.97,14.6,15.0,6.8,49.8,4.3,201.0,0.1
0.98,14.5,14.7,5.9,49.5,0.6,202.0,0.2
0.99,14.6,14.7,5.0,49.1,4.6,196.0,0.2
0.96,14.7,15.3,7.7,48.8,2.5,202.0,0.1
1.07,17.4,16.2,3.7,48.7,14.2,237.0,0.1
1.02,16.3,16.0,4.5,48.4,0.8,218.0,0.1
0.98,15.0,15.3,8.8,48.3,10.2,206.0,0.1
1.07,16.2,15.2,2.9,47.3,2.1,220.0,0.1
0.93,14.5,15.6,9.3,46.1,3.9,205.0,0.1
0.94,14.8,15.8,7.3,44.4,1.0,202.0,0.1
0.98,16.1,16.4,4.2,43.5,0.7,226.0,0.1
0.87,13.4,15.4,6.3,43.1,0.3,185.0,0.1
0.96,14.3,15.0,6.3,52.2,0.3,198.0,0.2
1.02,14.7,14.4,3.7,51.8,5.0,203.0,0.2
0.95,14.3,15.0,7.1,51.5,7.3,196.0,0.1
1.03,15.3,14.8,7.2,51.3,2.0,205.0,0.2
1.06,16.9,15.9,4.9,50.9,5.9,241.0,0.1
0.97,14.7,15.1,6.9,50.3,5.1,202.0,0.1
1.01,14.9,14.8,5.9,50.1,7.1,207.0,0.1
0.96,14.4,15.0,9.2,50.0,5.5,205.0,0.1
1.11,17.3,15.6,4.7,49.7,4.7,242.0,0.1
0.99,14.6,14.8,5.7,49.6,0.5,203.0,0.2
1.02,15.0,14.8,4.7,49.5,6.4,203.0,0.2
1.12,17.6,15.7,4.5,49.4,12.2,243.0,0.1
0.95,14.7,15.5,7.6,49.1,4.0,201.0,0.1
0.99,15.0,15.2,8.0,49.0,11.2,206.0,0.1
1.07,17.3,16.1,3.7,48.9,13.5,237.0,0.1
0.95,14.7,15.5,7.2,47.7,2.3,204.0,0.1
0.96,15.8,16.4,4.2,47.2,0.9,224.0,0.1
1.07,16.3,15.3,2.9,45.8,2.6,220.0,0.1
0.93,14.8,15.8,9.6,45.1,2.5,209.0,0.1
0.98,15.6,15.8,4.5,44.9,1.0,216.0,0.1
1.02,14.7,14.4,3.7,50.8,4.8,204.0,0.2
1.01,15.1,14.9,5.7,50.8,14.2,207.0,0.2
0.94,14.1,14.9,7.1,50.5,11.4,193.0,0.1
0.96,14.9,15.5,6.4,49.9,3.1,203.0,0.1
0.99,14.7,14.9,5.4,49.9,11.5,203.0,0.2
1.03,16.7,16.2,4.7,49.4,6.7,239.0,0.1
1.09,16.5,15.1,2.8,49.3,3.1,219.0,0.1
1.08,17.6,16.4,3.8,49.2,14.5,244.0,0.1
1.01,16.3,16.1,4.1,48.9,1.0,220.0,0.1
1.13,18.1,16.0,4.2,48.8,13.2,249.0,0.1
0.97,15.2,15.6,6.1,48.7,3.1,209.0,0.1
0.94,14.3,15.2,6.1,48.7,0.6,196.0,0.1
0.96,14.8,15.4,7.4,48.5,2.0,203.0,0.1
0.95,14.4,15.2,7.7,48.1,1.3,203.0,0.1
1.09,17.1,15.7,4.3,48.0,1.8,236.0,0.1
0.94,14.7,15.7,9.2,46.0,3.6,209.0,0.1
0.99,14.8,15.0,4.3,45.9,2.2,199.0,0.2
0.99,16.4,16.5,4.1,45.5,1.0,228.0,0.1
0.89,14.2,15.9,6.5,43.7,0.6,199.0,0.1
1.0,15.3,15.2,5.6,41.8,0.3,209.0,0.1
1.01,14.5,14.3,4.0,52.0,6.3,201.0,0.2
1.0,14.7,14.8,8.9,51.0,11.0,207.0,0.2
1.12,17.3,15.4,4.6,50.8,2.5,240.0,0.1
0.96,14.1,14.8,6.9,50.2,6.1,195.0,0.1
1.06,16.7,15.8,4.8,50.2,7.7,239.0,0.1
1.1,17.4,15.9,3.7,49.7,11.9,239.0,0.1
1.0,14.9,14.9,5.8,49.7,4.6,205.0,0.2
